row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc_symbol,CI.L,CI.R
ENSG00000188984,8.516985044926061,-0.5758010661809612,0.7684457160394508,-0.7493061047286786,0.45367272916557627,NA,AADACL3,-1.8397817893237725,0.6881796569618501
ENSG00000204518,0.6371360252101981,-0.21196620901463223,3.132254343535635,-0.0676720935680365,0.946046664477632,NA,AADACL4,-5.364066126513722,4.940133708484457
ENSG00000240602,1.5357654859545726,-0.4518539791705101,2.195464894497206,-0.20581243649263242,0.8369374262528098,NA,AADACP1,-4.063072373728869,3.1593644153878486
ENSG00000109576,190.0943909849461,-0.7587635583582192,0.21739707997829602,-3.4902196406408534,4.8262371100356077e-4,0.02914254445607547,AADAT,-1.1163499338491785,-0.40117718286725984
ENSG00000103591,1032.6813241148411,0.2223282327675629,0.15014913900126456,1.4807160017460401,0.13868226806797967,0.5626730080156186,AAGAB,-0.024645123102307764,0.46930158863743354
ENSG00000115977,5354.521431196648,0.12016358649306193,0.25563950588465895,0.47005092611655297,0.6383186338034605,0.9097999899947686,AAK1,-0.3003259819534014,0.5406531549395253
ENSG00000087884,585.4441714581852,0.10165061271244485,0.14957040910839786,0.6796171336188284,0.49674691802335896,0.8508680686216281,AAMDC,-0.1443708171941188,0.3476720426190085
ENSG00000127837,1779.912795449502,0.3127205237278257,0.15296557464858354,2.0443849830019354,0.04091552965642328,0.33472279628684504,AAMP,0.06111454346838702,0.5643265039872645
ENSG00000129673,11.66513895957277,0.7852113991716753,0.6720797148532464,1.168330752763654,0.24267337522776125,NA,AANAT,-0.3202613574051977,1.890684155748548
ENSG00000131043,930.281537732678,0.008951083082729306,0.12773179658400893,0.07007717202851835,0.9441322361074019,0.9885126271239925,AAR2,-0.2011490258055054,0.21905119197096398
ENSG00000205002,48.52382821660038,-0.509273237380538,0.36653121164495567,-1.3894403019458297,0.16469890228303868,0.5967488289702585,AARD,-1.1121634302456607,0.09361695548458482
ENSG00000090861,3198.272215169937,-0.4928231717559132,0.14924655368364836,-3.3020740485608115,9.597273037022985e-4,0.045064049462605685,AARS1,-0.7383119068924697,-0.24733443661935672
ENSG00000124608,820.3935922572259,-0.28942986456138287,0.25020538659986546,-1.1567691187410212,0.24736670185549603,0.6888017004155621,AARS2,-0.7009811021929666,0.12212137307020093
ENSG00000266967,519.0984691881536,0.1350430330542551,0.2721647829617063,0.49618114285291537,0.6197666141224774,0.904227390739665,AARSD1,-0.31262819732876757,0.5827142634372778
ENSG00000234969,34.678824436564234,0.023128522000787105,0.46498387963202803,0.049740481366988915,0.9603291969025327,0.9920827202175468,AARSD1P1,-0.7417018988859206,0.7879589428874948
ENSG00000157426,381.3169172747605,0.2805191089700297,0.20063097670737395,1.3981844357921602,0.1620576893688864,0.5941135264355046,AASDH,-0.049489480745910586,0.61052769868597
ENSG00000149313,2182.238161405558,0.2785983558185466,0.12361651292933325,2.2537309071144116,0.024213101756841347,0.26854415595841713,AASDHPPT,0.07526728617563933,0.48192942546145384
ENSG00000008311,6663.324417675565,0.2750292976997549,0.18416530047084043,1.4933828305148142,0.13533700468149842,0.5580698042481087,AASS,-0.027895664738314507,0.5779542601378244
ENSG00000275700,695.9327053451862,-0.02172822681295891,0.17220140159027791,-0.12617915192500753,0.8995901138081452,0.9801243937758517,AATF,-0.3049743267848544,0.26151787315893665
ENSG00000181409,386.94186056469005,-0.29492813335365053,0.3367234374338452,-0.8758764628957376,0.3810971963614712,0.7894932128365787,AATK,-0.8487889006962777,0.2589326339889766
ENSG00000183044,2391.590972206153,0.872928758487943,0.2798905561568094,3.11882176545779,0.0018157576306902334,0.06499401403558445,ABAT,0.41254976204395055,1.3333077549319357
ENSG00000165029,2485.4291108311063,-0.9206870601543629,0.2259187020121868,-4.075302540046897,4.595456242107316e-5,0.006622210908884991,ABCA1,-1.292290256555277,-0.5490838637534488
ENSG00000154263,40.93722769636009,-0.07550469960291721,0.3530317020989542,-0.21387512553122884,0.8306444383621499,0.9640389107589875,ABCA10,-0.6561901752292334,0.5051807760233991
ENSG00000251595,245.28851824374607,-0.15238315120495663,0.28891097822685313,-0.5274398091072374,0.5978882047775063,0.8936992993666575,ABCA11P,-0.6275994216074936,0.3228331191975804
ENSG00000144452,19.657025103148346,0.690192174521321,0.7163787683560284,0.9634458822742592,0.3353238101772363,0.7619810011768534,ABCA12,-0.4881460408801205,1.8685303899227623
ENSG00000179869,53.32033899158722,-0.07058194719413055,0.36745929916393005,-0.19208099333646936,0.8476787628125685,0.9688088472018935,ABCA13,-0.6749987081809667,0.5338348137927056
ENSG00000238098,24.725655738514266,0.3162110820581608,0.5643901772398476,0.5602703498572429,0.575295048298015,0.884579535409493,ABCA17P,-0.6121281479905865,1.244550312106908
ENSG00000107331,1551.8710170721713,-0.07095048913523644,0.35325571906331593,-0.20084738988335982,0.8408179061114281,0.9667179392364422,ABCA2,-0.6520044398778817,0.5101034616074089
ENSG00000167972,791.502708832657,-0.6193301900082823,0.252212633763468,-2.455587496814721,0.01406545074836019,0.2091797817700969,ABCA3,-1.0341830554171056,-0.20447732459945878
ENSG00000257408,0.31993515375126524,-0.31316380270408406,4.080472856796901,-0.07674693931181105,0.9388248624590294,NA,ABCA3P1,-7.0249443808834995,6.398616775475332
ENSG00000198691,8.818169652710715,1.8623390883603654,1.3631766877573264,1.3661758633976142,0.17188377138679792,NA,ABCA4,-0.37988703067296625,4.104565207393697
ENSG00000154265,210.31104987768128,0.10959466693479063,0.2073864571370089,0.5284562379229393,0.5971827133217362,0.8935759460447262,ABCA5,-0.23152569926763433,0.4507150331372156
ENSG00000154262,130.79362601168447,-0.06358731934322812,0.31694372953688404,-0.2006265258383293,0.840990615148794,0.9667407685294983,ABCA6,-0.584913362411498,0.45773872372504176
ENSG00000064687,546.3010340396341,0.1474534801687059,0.262733209602497,0.5612289378712195,0.5746414781152294,0.8844470454069606,ABCA7,-0.2847041925665625,0.5796111529039742
ENSG00000141338,1472.0670964470735,-0.14701777008407013,0.2285088471329129,-0.6433788972667512,0.5199782730363061,0.8614959350837438,ABCA8,-0.5228813760811413,0.228845835913001
ENSG00000154258,311.24688589894726,-0.3344275397766238,0.2038400795892104,-1.6406368190719918,0.10087282725936153,0.4931822698062262,ABCA9,-0.6697146340070133,8.595544537655653e-4
ENSG00000085563,5.911459658102102,0.4181559216334177,1.3265379580147312,0.31522348765595903,0.7525919733880251,NA,ABCB1,-1.7638048498959118,2.600116693162747
ENSG00000135776,704.6352257484276,-0.1600433515596926,0.20892692474484037,-0.7660254979349903,0.4436611306898636,0.823212331755614,ABCB10,-0.5036975614940604,0.18361085837467525
ENSG00000261524,0.15114987694215923,0.6534754868491106,4.080472856796901,0.16014700006167354,0.8727652782324344,NA,ABCB10P3,-6.058305091330305,7.365256065028526
ENSG00000073734,37.801035794581026,-0.04982979259031757,0.6402374124134682,-0.0778301792806467,0.9379631396614728,0.9875647169169963,ABCB11,-1.1029266225086358,1.0032670373280008
ENSG00000005471,230.10948119239382,-0.034315158769113126,0.296729110495076,-0.11564473304240422,0.9079341088811939,0.9821496403830918,ABCB4,-0.5223911123890228,0.45376079485079657
ENSG00000004846,37.912183856984974,-0.29902416446997615,0.3908368489047744,-0.7650869290035445,0.4442197827105257,0.8233260769252853,ABCB5,-0.9418935729372786,0.3438452439973263
ENSG00000115657,170.76099579146742,0.19238425129560444,0.39228282337038045,0.490422317354338,0.6238350875535803,0.9058856385746715,ABCB6,-0.4528635735159293,0.8376320761071382
ENSG00000131269,1097.3658617444592,0.4500298069269748,0.19150263256177183,2.3499927959570552,0.018773774419031324,0.2415876929857795,ABCB7,0.13503600718698944,0.7650236066669602
ENSG00000197150,882.3708311179961,0.35756048005355334,0.2581450576411358,1.3851145682231938,0.16601743797963384,0.5988194292989409,ABCB8,-0.06705035428706557,0.7821713143941722
ENSG00000150967,441.21971690540653,0.35823569369316033,0.19583041433139173,1.8293159155908243,0.06735229575579149,0.41488224775732985,ABCB9,0.036123326412761225,0.6803480609735595
ENSG00000103222,796.2895277891503,0.15518692950773,0.25041518907958543,0.6197185165889016,0.5354431227557386,0.8656930937285491,ABCC1,-0.2567094024935646,0.5670832615090247
ENSG00000124574,542.6384928501409,-0.033965802713302545,0.2676356415400496,-0.1269106107013771,0.8990111484265066,0.9800998080674026,ABCC10,-0.474187258401937,0.40625565297533195
ENSG00000121270,36.29763189372154,-0.3038459748952494,0.428652851075356,-0.7088392719959632,0.47842422400691637,0.8418469580330644,ABCC11,-1.0089171716896377,0.40122522189913895
ENSG00000140798,28.090379959656865,-0.8577119493343746,0.41075127017477575,-2.0881541010680644,0.036783936134808695,0.3218823414429413,ABCC12,-1.5333376658562783,-0.18208623281247083
ENSG00000243064,33.86936016301895,-0.4139918542725674,0.44594716125334033,-0.928342840234789,0.3532297584561502,0.772346454199216,ABCC13,-1.147509659888837,0.31952595134370215
ENSG00000023839,29.948863141631747,0.21317263500076375,0.5882412697372974,0.3623897981451803,0.7170607620646807,0.9317457202778257,ABCC2,-0.7543981510491687,1.1807434210506962
ENSG00000108846,49.04780905326176,-0.16566820152683265,0.3399954468134631,-0.4872659415869346,0.6260698803166957,0.9058856385746715,ABCC3,-0.7249109453649436,0.39357454231127825
ENSG00000125257,391.86592229682697,-0.5208002268633948,0.25652701200862876,-2.0301964412460265,0.042336575445210266,0.33972019499517053,ABCC4,-0.9427496129768115,-0.09885084074997808
ENSG00000114770,4072.8866324710084,0.48934400455081717,0.2541823558638557,1.9251690499434901,0.054208212732421795,0.377824075402509,ABCC5,0.07125123460108451,0.9074367745005498
ENSG00000091262,78.29067853677329,-0.7816605622118487,0.7863064616394317,-0.9940914902086694,0.32017832791984324,0.7486502908809763,ABCC6,-2.0750195975348458,0.5116984731111487
ENSG00000256340,72.86155596250828,-0.39452834599569947,0.5728652480759285,-0.6886931042174302,0.49101641659778633,0.8471287459849929,ABCC6P1,-1.336807827047845,0.5477511350564461
ENSG00000255277,7.965345993429555,-0.04746335593163318,0.7610544010402446,-0.0623652604422996,0.950271959236852,NA,ABCC6P2,-1.2992864477900592,1.204359735926793
ENSG00000006071,207.18538448069694,-0.5620647086578122,0.26863977732750977,-2.092261668206254,0.036415114663158006,0.32029776971016016,ABCC8,-1.0039378207384022,-0.12019159657722212
ENSG00000069431,3115.4190500232844,0.5090534564577442,0.40471310967098095,1.257813113273224,0.20845935211859165,0.6513283233671735,ABCC9,-0.15664036985937746,1.174747282774866
ENSG00000101986,570.8355213746884,-0.023152838691585808,0.17168286273188796,-0.13485818166803817,0.8927240036237472,0.9789345039940426,ABCD1,-0.3055460181415433,0.2592403407583717
ENSG00000173208,7.331770153419146,0.6259118061768025,0.9476014946894573,0.6605221811959286,0.5089187890057312,NA,ABCD2,-0.932753949267787,2.184577561621392
ENSG00000117528,2545.7903875227844,0.052333572570566256,0.13368908834440343,0.39145732249850496,0.6954592285437334,0.9264660873714575,ABCD3,-0.16756540927656144,0.27223255441769395
ENSG00000119688,1154.649332559621,0.19516275660256668,0.13850851375133882,1.4090307614803947,0.15882607236129692,0.5919591138442452,ABCD4,-0.03266347460498076,0.4229889878101141
ENSG00000164163,2171.6179421113025,-0.011776716046335265,0.19738558427156608,-0.05966350627780741,0.9524236377029236,0.9900090675671289,ABCE1,-0.3364471102433561,0.31289367815068553
ENSG00000204574,628.9435553328283,0.30881138655544016,0.5593118931898008,0.5521273377439981,0.5808611131380046,0.8862334298313367,ABCF1,-0.6111748095548977,1.228797582665778
ENSG00000033050,896.540790899129,-0.07715403035806141,0.2569082354612714,-0.3003174663495452,0.7639350115621634,0.9450595496617014,ABCF2,-0.4997304732502363,0.3454224125341135
ENSG00000285292,355.3140117536355,0.06841434644957879,0.21593245550958526,0.31683216072417547,0.7513709596879881,0.9419466748270894,ABCF2-H2BK1,-0.2867629361718998,0.42359162907105735
ENSG00000242159,4.139982903142168,2.6863180220473324,1.2446651689223467,2.1582656035704724,0.030907187381139158,NA,ABCF2P1,0.6390260046052445,4.73361003948942
ENSG00000228769,1.3972499063020587,0.25210510037569805,2.599693971060396,0.09697491442535687,0.9227463159261269,NA,ABCF2P2,-4.024010956886868,4.5282211576382645
ENSG00000161204,1219.45719777931,0.5516796711337353,0.289160374383486,1.9078674673525453,0.05640834800341605,0.3834574807747469,ABCF3,0.07605318055841293,1.0273061617090575
ENSG00000160179,335.13791571767865,-0.5735319897376242,0.3230499696978179,-1.7753661771710056,0.07583744493213655,0.4364967614285694,ABCG1,-1.1049019040816428,-0.0421620753936055
ENSG00000118777,15.939332587092984,-0.34056692825184676,0.5715758738201074,-0.5958385296700498,0.551283101397386,NA,ABCG2,-1.2807255773828072,0.5995917208791136
ENSG00000172350,26.226328738650516,-0.13283605605200532,0.7907308434354327,-0.1679914943938216,0.8665899704770811,0.9731909263722908,ABCG4,-1.433472551819173,1.1678004397151622
ENSG00000138075,18.983425551276824,-0.71857572890044,0.5036242528992297,-1.4268092228755709,0.15363489204011377,0.5855784238217222,ABCG5,-1.5469639079024633,0.10981245010158325
ENSG00000143921,149.73108808315118,-0.2526020854326403,0.23148755154897507,-1.0912123945429442,0.2751794352680936,0.7136568882109647,ABCG8,-0.6333652241920877,0.1281610533268071
ENSG00000143994,64.69414869950228,0.13437183364884636,0.37155874930368493,0.36164357292262456,0.7176183989728859,0.9317457202778257,ABHD1,-0.47678792276887233,0.7455315900665651
ENSG00000144827,626.1743582725353,0.3776592435004626,0.1750749552528564,2.1571288877670636,0.030995623339141302,0.29568725214043157,ABHD10,0.08968656836443517,0.6656319186364901
ENSG00000106077,281.51161099821513,0.22179628945631688,0.1732702892756668,1.2800595554119898,0.2005241913748999,0.6427181396996986,ABHD11,-0.06320797430169431,0.506800553214328
ENSG00000225969,4.90029684266858,1.8142647982655102,1.193443988996929,1.5201926650871747,0.1284625603513447,NA,ABHD11-AS1,-0.14877587559952055,3.777305472130541
ENSG00000100997,1098.2451184873664,0.06942965472853453,0.1661422238096283,0.4178928940308968,0.6760254281990214,0.9206000248215503,ABHD12,-0.2038499846945157,0.34270929415158474
ENSG00000131969,296.8625151480503,0.028880565423505207,0.36522593890041716,0.07907588795707035,0.9369722620676929,0.9872937678217067,ABHD12B,-0.5718626448336024,0.6296237756806129
ENSG00000139826,779.2557955962716,0.11805875977582779,0.15074175030042444,0.7831855444197756,0.43351816240128827,0.8191665023758852,ABHD13,-0.1298893549388384,0.366006874490494
ENSG00000248487,298.62248054064764,0.2324789755331994,0.1969231374651412,1.1805569346789033,0.23777878015630613,0.6791778396597585,ABHD14A,-0.09143076135700129,0.5563887124234002
ENSG00000114786,27.908813347964294,-0.41128032147758803,0.6258659976015688,-0.6571379864918182,0.5110921956405162,0.8573432626072218,ABHD14A-ACY1,-1.4407382776181294,0.6181776346629535
ENSG00000114779,249.89760508012142,0.49089412012614114,0.4280714733261501,1.1467573774815079,0.25148190932838893,0.6934579261364454,ABHD14B,-0.21322079536883692,1.1950090356211192
ENSG00000168792,186.65557136671134,-0.3989174467059998,0.24825567239742385,-1.6068814978269128,0.10808036587507037,0.5076345591367453,ABHD15,-0.8072616898601788,0.00942679644817912
ENSG00000204427,98.57014793323692,-0.14494146793838827,0.8368429002100889,-0.17320033174924565,0.8624939628840924,0.9727551931339647,ABHD16A,-1.5214255475375413,1.2315426116607648
ENSG00000183260,111.21626203852722,0.5461744428522279,0.25621997527078283,2.13166222608136,0.03303462425706724,0.30525526759598454,ABHD16B,0.12473008723066448,0.9676187984737914
ENSG00000129968,1573.34034163269,0.30289205259305874,0.11978010038963045,2.528734335735125,0.01144746395584605,0.19023522727158731,ABHD17A,0.10587132003056371,0.49991278515555376
ENSG00000198658,16.731950746849176,-0.2591035714629596,0.566800039443238,-0.4571340039380986,0.6475747306337525,NA,ABHD17AP1,-1.1914066720974068,0.6731995291714875
ENSG00000250536,15.482841990279047,0.9040363050726089,0.652368327911396,1.385775897439635,0.16581534433211673,NA,ABHD17AP3,-0.16901410520071758,1.9770867153459353
ENSG00000229107,0.29863501493021083,1.5455018260762599,4.038106384655445,0.38272934857513197,0.7019204513224917,NA,ABHD17AP4,-5.096592106740143,8.187595758892662
ENSG00000263366,0.1507519619386997,0.6534754868491103,4.080472856796901,0.16014700006167348,0.8727652782324344,NA,ABHD17AP5,-6.058305091330305,7.365256065028526
ENSG00000107362,472.77232778389066,0.2744487528162025,0.2351991028875053,1.1668783998188552,0.24325948007675754,0.6846111563856543,ABHD17B,-0.1124193446240429,0.6613168502564479
ENSG00000136379,153.14093194810775,-0.022848097257165436,0.39322561212160656,-0.05810429573468264,0.9536655526748731,0.9900090675671289,ABHD17C,-0.6696466715656025,0.6239504770512717
ENSG00000164074,2689.6609257036193,-0.027536853695044126,0.212834123076964,-0.12938176123706624,0.8970555787987128,0.9800420847539979,ABHD18,-0.37761783297722423,0.322544125587136
ENSG00000140526,1507.7884200417054,0.027673576706040696,0.1779276865043471,0.15553271809311464,0.8764013624607723,0.9748815708014072,ABHD2,-0.264991423775719,0.3203385771878004
ENSG00000158201,178.82251185501892,0.4539304936247362,0.291841686135116,1.5553997773113768,0.11985088712419865,0.5304282311803294,ABHD3,-0.02610636231024238,0.9339673495597147
ENSG00000100439,1104.8164868011725,0.44745104617572373,0.19152262313869514,2.336282987580494,0.019476497580720405,0.24478882222505435,ABHD4,0.1324243648627812,0.7624777274886663
ENSG00000011198,650.8366483148521,0.20118039233796625,0.22573660512716853,0.8912174090003322,0.37281254663370755,0.7847664291164694,ABHD5,-0.17012328134116905,0.5724840660171016
ENSG00000163686,332.2974599076344,0.3047018570966532,0.4205632749087729,0.724508950912911,0.46875333397114055,0.837413779059697,ABHD6,-0.3870631709996306,0.996466885192937
ENSG00000127220,338.8507828399624,0.2536494303245257,0.2725104463424092,0.9307879155788963,0.3519632819302856,0.7709949069958282,ABHD8,-0.1945903657239504,0.7018892263730018
ENSG00000136754,1518.8248694140236,-0.015576266818478327,0.1336013560427885,-0.11658764012462355,0.907186832675574,0.9817780951282349,ABI1,-0.23533094187109388,0.20417840823413724
ENSG00000271484,11.618640221579389,-0.38542552202077357,0.8541247540311447,-0.4512520216768234,0.6518079199358431,NA,ABI1P1,-1.7903357215579356,1.0194846775163884
ENSG00000138443,5754.311239518665,-0.11889871700892582,0.11576347190616866,-1.0270831986215687,0.30438128934007697,0.735011001722851,ABI2,-0.30931268364228215,0.07151524962443048
ENSG00000108798,3.9992268318169644,-1.0489296044114866,1.2944034650836853,-0.8103575374341814,0.41773471522405725,NA,ABI3,-3.178033838692939,1.0801746298699657
ENSG00000154175,196.69405903481925,0.2632029037429512,0.2926493319334982,0.8993798209071654,0.36845038381533296,0.7818408536627552,ABI3BP,-0.2181624113127884,0.7445682187986908
ENSG00000119328,508.78662169058754,0.3566240284904861,0.1744411814341454,2.0443798050354176,0.04091604078780023,0.33472279628684504,ABITRAM,0.06969381851883233,0.6435542384621398
ENSG00000097007,3288.648574666089,-0.22471488778905338,0.1367269797105748,-1.6435299621532808,0.10027333139878318,0.4916838832609114,ABL1,-0.4496107562681126,1.809806900058275e-4
ENSG00000143322,1836.871898965022,-0.24284472118807607,0.2677296116095813,-0.9070521550757941,0.3643792174745139,0.779383701324093,ABL2,-0.6832207438864046,0.19753130151025253
ENSG00000099204,20389.53237396989,-0.1418855936070801,0.16158086591689502,-0.8781088825211231,0.3798846330519886,0.7890639278455438,ABLIM1,-0.40766246695644426,0.12389127974228406
ENSG00000163995,61.155700875049874,0.7657873859404968,0.41238267614584706,1.8569824346104717,0.06331365318340679,0.4037101587123541,ABLIM2,0.08747824539004612,1.4440965264909473
ENSG00000173210,774.2794465702118,-0.46531327313561544,0.4335570635790959,-1.0732457436960339,0.283160871544951,0.71948811700889,ABLIM3,-1.178451181654121,0.24782463538289023
ENSG00000175164,131.78308642758256,-0.16619817595429265,0.43534126591839145,-0.38176527006619204,0.7026354815683142,0.9283957792916047,ABO,-0.8822708361618039,0.5498744842532186
ENSG00000159842,687.9679684483356,-0.10966376780226927,0.260787584444471,-0.4205099258688819,0.6741129798288045,0.9204192895866954,ABR,-0.5386211719396705,0.31929363633513197
ENSG00000174429,97.59257188197493,0.5000301655836045,0.768077074754734,0.6510156103061356,0.5150364101000566,0.8586685144178179,ABRA,-0.7633441966049962,1.763404527772205
ENSG00000146386,84.98535455264452,-0.5585073021867993,0.3645417238297997,-1.5320805978510155,0.1255025469471333,0.5396857597294648,ABRACL,-1.158125078803387,0.041110474429788435
ENSG00000163322,686.7619827580401,0.3077517601419683,0.19904634154424533,1.5461312062023467,0.12207288358193268,0.5345285442089512,ABRAXAS1,-0.019650336678504965,0.6351538569624415
ENSG00000165660,739.2204773562953,0.2509100538943,0.17324738529998643,1.448276136807703,0.14753983872671336,0.5760980948740343,ABRAXAS2,-0.034056536176241714,0.5358766439648417
ENSG00000146109,326.1808433049941,0.2834869582786832,0.2169793849983115,1.306515631800179,0.19137726667523874,0.6321008476078425,ABT1,-0.07341237010948914,0.6403862866668555
ENSG00000250496,6.40201091378697,-0.8858823478798779,0.8975278533755869,-0.9870249090856507,0.3236304275090131,NA,ABT1P1,-2.3621842927946806,0.5904195970349249
ENSG00000114626,213.0918199803418,0.2199549305412585,0.332135769352154,0.662244030416509,0.5078148401581486,0.8557580768925639,ABTB1,-0.3263597943179495,0.7662696554004664
ENSG00000166016,682.7211217866512,-0.5238265565625521,0.26470369756366025,-1.9789166580741613,0.047825390416513694,0.35769540322256954,ABTB2,-0.9592253935676041,-0.08842771955750012
ENSG00000060971,1252.066162277395,0.15396944574103857,0.17294658675171717,0.8902716649856626,0.37332003189027646,0.7847664291164694,ACAA1,-0.13050237474640072,0.4384412662284779
ENSG00000167315,1535.5644232833542,0.22682500008807494,0.22776213214467744,0.9958854790839101,0.3193057914562977,0.7484194332745561,ACAA2,-0.1478103690522981,0.6014603692284479
ENSG00000233585,3.841532497373041,0.9504303476998807,1.231102649095491,0.7720155166575067,0.44010523741712226,NA,ACAA2P1,-1.0745533098144024,2.975414005214164
ENSG00000278540,2242.20974262738,-0.10316164058949447,0.2786407299585981,-0.37023173390631997,0.7112098336478151,0.9310961906097642,ACACA,-0.5614848558783001,0.3551615746993112
ENSG00000076555,4228.122633633779,0.07359927622544617,0.1510208469330528,0.48734514287337144,0.6260137616866943,0.9058856385746715,ACACB,-0.17480791159766873,0.32200646404856104
ENSG00000111271,1078.6924250546804,-0.020187903970307772,0.2107452584217651,-0.09579292137574767,0.9236850394298535,0.9844905300134286,ACAD10,-0.3668330066481733,0.32645719870755774
ENSG00000240303,692.1547896526246,0.4083413240281256,0.2617460530264468,1.5600667872797562,0.11874409920311932,0.5293295165560193,ACAD11,-0.022192620632657645,0.8388752686889089
ENSG00000151498,946.1496667337265,0.226831789086866,0.15962002646585405,1.4210734962845648,0.15529539408766166,0.5869601713427146,ACAD8,-0.03571979037958392,0.4893833685533159
ENSG00000177646,1270.9100913313307,0.0018019623980510767,0.1505820234627008,0.011966650179179078,0.9904522224528123,0.9979064789966536,ACAD9,-0.2458834250482639,0.24948734984436607
ENSG00000115361,199.41181268449085,0.03917430637002655,0.17898687607065047,0.2188669204694287,0.8267537153679444,0.9630207824214886,ACADL,-0.25523290591149644,0.33358151865154956
ENSG00000117054,2421.4650247776303,0.4531475699175703,0.17054020796602018,2.6571303936011335,0.007880895440489435,0.15212130275198776,ACADM,0.17263389030360382,0.7336612495315369
ENSG00000122971,469.18378386306927,0.0874596474654138,0.3115709728338184,0.28070537723699274,0.7789363840793375,0.9485309657480852,ACADS,-0.42502899725309085,0.5999482921839184
ENSG00000196177,1540.9004543644378,0.47106135433784757,0.23863329705715813,1.9739967563077234,0.04838211177685374,0.3591276112175343,ACADSB,0.0785445101619931,0.8635781985137021
ENSG00000072778,3575.625160935631,0.10170073047939222,0.2157931088255875,0.47128812886045757,0.6374349918467068,0.9097383006446758,ACADVL,-0.253247347243509,0.4566488082022934
ENSG00000157766,23.52579391745918,-0.02702882730827074,0.4830715495563197,-0.05595201649340672,0.9553800325289192,0.9903617819458862,ACAN,-0.8216108176730507,0.7675531630565092
ENSG00000072818,323.1065647786985,0.26201398765734896,0.2542880956007591,1.0303824370477797,0.30283051445719583,0.7336720583971735,ACAP1,-0.1562527086821422,0.68028068399684
ENSG00000114331,1479.9973684488737,0.03198361387084824,0.188196793511105,0.1699477088538226,0.8650512605786371,0.9731207127883909,ACAP2,-0.27757256451652995,0.34153979225822645
ENSG00000131584,1077.0585318428293,-0.04862914345064349,0.24837490469604562,-0.19578927875243474,0.8447751019850837,0.9676735835525703,ACAP3,-0.4571695062836602,0.3599112193823732
ENSG00000075239,1320.1876862312774,0.25806504003910985,0.16895645416701022,1.527405634258976,0.1266601762877195,0.541773671142661,ACAT1,-0.019843596394356955,0.5359736764725767
ENSG00000120437,441.19849811120935,0.1831720131038492,0.20527067919687236,0.8923437766198035,0.37220869679129587,0.784420560561042,ACAT2,-0.15446820807991826,0.5208122342876167
ENSG00000182827,2023.8531941938463,0.058820681921973726,0.1764799700321879,0.3332994781857993,0.7389082332374057,0.9385727939020719,ACBD3,-0.23146303686975753,0.34910440071370497
ENSG00000181513,200.3502083126649,0.14240875227299155,0.31880911967991743,0.4466897070446703,0.6550991146237601,0.9143159687813408,ACBD4,-0.38198558453772635,0.6668030890837094
ENSG00000107897,1614.004014747943,0.23226460090344428,0.13333618306153772,1.7419472762037056,0.08151767038918571,0.45225668045988326,ACBD5,0.012946096590808615,0.4515831052160799
