gene_symbol,annotation_id,annotation_name,database
PLEKHM1,GO:0006914,autophagy,GO
ATG16L1,GO:0006914,autophagy,GO
TRAPPC4,GO:0006914,autophagy,GO
VPS11,GO:0006914,autophagy,GO
STK35,GO:0006914,autophagy,GO
TP53INP2,GO:0006914,autophagy,GO
NPC1,GO:0006914,autophagy,GO
TOLLIP,GO:0006914,autophagy,GO
RMC1,GO:0010506,regulation of autophagy,GO
RMC1,GO:0006914,autophagy,GO
SIRT2,GO:0006914,autophagy,GO
SIRT2,GO:0010507,negative regulation of autophagy,GO
SRPX,GO:0006914,autophagy,GO
TECPR2,GO:0006914,autophagy,GO
ATG2B,GO:0006914,autophagy,GO
ATG2B,GO:0000422,autophagy of mitochondrion,GO
SMCR8,GO:0006914,autophagy,GO
SMCR8,GO:0010506,regulation of autophagy,GO
ARSB,GO:0006914,autophagy,GO
WIPI2,GO:0006914,autophagy,GO
WIPI2,GO:0000422,autophagy of mitochondrion,GO
TRIM17,GO:0006914,autophagy,GO
STING1,GO:0006914,autophagy,GO
ATG10,GO:0006914,autophagy,GO
TM9SF1,GO:0006914,autophagy,GO
CHMP4A,GO:0006914,autophagy,GO
ATG4A,GO:0006914,autophagy,GO
NRBF2,GO:0006914,autophagy,GO
FUNDC1,GO:0006914,autophagy,GO
FUNDC1,GO:0000422,autophagy of mitochondrion,GO
MOAP1,GO:0006914,autophagy,GO
ATG12,GO:0006914,autophagy,GO
ATG12,GO:0000422,autophagy of mitochondrion,GO
RAB39A,GO:0006914,autophagy,GO
HMGB1,GO:0006914,autophagy,GO
PDIK1L,GO:0006914,autophagy,GO
EVA1A,GO:0006914,autophagy,GO
TMEM74,GO:0006914,autophagy,GO
DEPP1,GO:0006914,autophagy,GO
DEPP1,GO:0010506,regulation of autophagy,GO
VPS4B,GO:0006914,autophagy,GO
RAB39B,GO:0006914,autophagy,GO
RAB39B,GO:0010506,regulation of autophagy,GO
UVRAG,GO:0006914,autophagy,GO
UVRAG,GO:0010506,regulation of autophagy,GO
CHMP4B,GO:0006914,autophagy,GO
CHMP4B,GO:0010506,regulation of autophagy,GO
RB1CC1,GO:0000422,autophagy of mitochondrion,GO
RB1CC1,GO:0006914,autophagy,GO
CISD2,GO:0010506,regulation of autophagy,GO
CISD2,GO:0006914,autophagy,GO
CISD2,GO:0000422,autophagy of mitochondrion,GO
FOXO1,GO:0006914,autophagy,GO
HDAC10,GO:0006914,autophagy,GO
GABARAPL1,GO:0006914,autophagy,GO
GABARAPL1,GO:0000422,autophagy of mitochondrion,GO
VPS41,GO:0006914,autophagy,GO
EI24,GO:0006914,autophagy,GO
DRD2,GO:0006914,autophagy,GO
TECPR1,GO:0006914,autophagy,GO
NHLRC1,GO:0006914,autophagy,GO
UBQLN1,GO:0006914,autophagy,GO
TGFBRAP1,GO:0006914,autophagy,GO
ATG4C,GO:0006914,autophagy,GO
HERC1,GO:0006914,autophagy,GO
HERC1,GO:0010507,negative regulation of autophagy,GO
PIK3C3,GO:0006914,autophagy,GO
PIK3C3,GO:0010506,regulation of autophagy,GO
UBQLN2,GO:0006914,autophagy,GO
ATG2A,GO:0006914,autophagy,GO
ATG2A,GO:0000422,autophagy of mitochondrion,GO
VPS13A,GO:0006914,autophagy,GO
RUBCNL,GO:0006914,autophagy,GO
VPS16,GO:0006914,autophagy,GO
SNAP29,GO:0006914,autophagy,GO
MAP2K5,GO:0006914,autophagy,GO
ULK3,GO:0006914,autophagy,GO
ELAPOR1,GO:0006914,autophagy,GO
ARSA,GO:0006914,autophagy,GO
SQSTM1,GO:0006914,autophagy,GO
SQSTM1,GO:0000422,autophagy of mitochondrion,GO
TMBIM6,GO:0006914,autophagy,GO
SUPT20H,GO:0006914,autophagy,GO
EPG5,GO:0006914,autophagy,GO
TMEM39A,GO:0006914,autophagy,GO
TP53INP1,GO:0010506,regulation of autophagy,GO
TP53INP1,GO:0006914,autophagy,GO
BECN1,GO:0006914,autophagy,GO
BECN1,GO:0000422,autophagy of mitochondrion,GO
BECN1,GO:0010506,regulation of autophagy,GO
BECN1,GO:0010507,negative regulation of autophagy,GO
ACBD5,GO:0006914,autophagy,GO
RAB1B,GO:0006914,autophagy,GO
ATG3,GO:0006914,autophagy,GO
ATG3,GO:0000422,autophagy of mitochondrion,GO
CHMP1B,GO:0006914,autophagy,GO
ATG14,GO:0006914,autophagy,GO
ATG5,GO:0006914,autophagy,GO
ATG5,GO:0000422,autophagy of mitochondrion,GO
TMEM150B,GO:0006914,autophagy,GO
MAP1LC3B2,GO:0006914,autophagy,GO
MAP1LC3B2,GO:0000422,autophagy of mitochondrion,GO
ATG4B,GO:0006914,autophagy,GO
VMP1,GO:0006914,autophagy,GO
WIPI1,GO:0006914,autophagy,GO
WIPI1,GO:0000422,autophagy of mitochondrion,GO
TMEM59,GO:0006914,autophagy,GO
ULK2,GO:0006914,autophagy,GO
ULK2,GO:0000422,autophagy of mitochondrion,GO
EPM2A,GO:0006914,autophagy,GO
MAP1LC3A,GO:0006914,autophagy,GO
MAP1LC3A,GO:0000422,autophagy of mitochondrion,GO
XBP1,GO:0006914,autophagy,GO
PIK3CB,GO:0006914,autophagy,GO
GABARAPL2,GO:0006914,autophagy,GO
GABARAPL2,GO:0000422,autophagy of mitochondrion,GO
CHMP7,GO:0006914,autophagy,GO
DRAM1,GO:0006914,autophagy,GO
DRAM1,GO:0010506,regulation of autophagy,GO
RNF185,GO:0006914,autophagy,GO
RGS19,GO:0006914,autophagy,GO
RETREG2,GO:0006914,autophagy,GO
PINK1,GO:0000422,autophagy of mitochondrion,GO
PINK1,GO:0006914,autophagy,GO
LRSAM1,GO:0006914,autophagy,GO
ATG9A,GO:0006914,autophagy,GO
ATG9A,GO:0000422,autophagy of mitochondrion,GO
VCP,GO:0006914,autophagy,GO
GBA1,GO:0006914,autophagy,GO
RAB7A,GO:0006914,autophagy,GO
TFEB,GO:0006914,autophagy,GO
SYT11,GO:0006914,autophagy,GO
UBQLN4,GO:0006914,autophagy,GO
CHMP1A,GO:0006914,autophagy,GO
USP10,GO:0006914,autophagy,GO
USP10,GO:0010506,regulation of autophagy,GO
ATG4D,GO:0006914,autophagy,GO
ANXA7,GO:0006914,autophagy,GO
VPS33A,GO:0006914,autophagy,GO
CHMP4C,GO:0006914,autophagy,GO
WDFY4,GO:0006914,autophagy,GO
TBC1D25,GO:0006914,autophagy,GO
RETREG1,GO:0006914,autophagy,GO
CALCOCO2,GO:0006914,autophagy,GO
HDAC6,GO:0006914,autophagy,GO
HDAC6,GO:0010506,regulation of autophagy,GO
STBD1,GO:0006914,autophagy,GO
TMEM41B,GO:0006914,autophagy,GO
SEC16A,GO:0006914,autophagy,GO
TMEM208,GO:0006914,autophagy,GO
VPS4A,GO:0006914,autophagy,GO
OPTN,GO:0006914,autophagy,GO
RAB24,GO:0006914,autophagy,GO
RIMOC1,GO:0006914,autophagy,GO
GRAMD1A,GO:0006914,autophagy,GO
TIGAR,GO:0006914,autophagy,GO
IRGM,GO:0006914,autophagy,GO
MFN2,GO:0008053,mitochondrial fusion,GO
MFN2,GO:0006914,autophagy,GO
TAX1BP1,GO:0006914,autophagy,GO
CHMP2B,GO:0006914,autophagy,GO
TRIM5,GO:0006914,autophagy,GO
ARFIP2,GO:0006914,autophagy,GO
STX17,GO:0006914,autophagy,GO
ATP13A2,GO:0006914,autophagy,GO
WDR45,GO:0006914,autophagy,GO
RETREG3,GO:0006914,autophagy,GO
WDR45,GO:0000422,autophagy of mitochondrion,GO
PRKAA1,GO:0006914,autophagy,GO
LAMP2,GO:0006914,autophagy,GO
BCAS3,GO:0006914,autophagy,GO
UMOD,GO:0006914,autophagy,GO
PSEN1,GO:0006914,autophagy,GO
C9orf72,GO:0006914,autophagy,GO
C9orf72,GO:0010506,regulation of autophagy,GO
VTI1A,GO:0006914,autophagy,GO
LGALS8,GO:0006914,autophagy,GO
WDR41,GO:0010506,regulation of autophagy,GO
WDR41,GO:0006914,autophagy,GO
PRKN,GO:0006914,autophagy,GO
PRKN,GO:0000422,autophagy of mitochondrion,GO
PRKN,GO:0010506,regulation of autophagy,GO
PRKN,GO:0000266,mitochondrial fission,GO
USP13,GO:0006914,autophagy,GO
USP13,GO:0010506,regulation of autophagy,GO
ATG9B,GO:0006914,autophagy,GO
ATG9B,GO:0000422,autophagy of mitochondrion,GO
VPS18,GO:0006914,autophagy,GO
CHMP6,GO:0006914,autophagy,GO
SPATA33,GO:0006914,autophagy,GO
AMBRA1,GO:0006914,autophagy,GO
AMBRA1,GO:0000422,autophagy of mitochondrion,GO
WDR45B,GO:0006914,autophagy,GO
WDR45B,GO:0000422,autophagy of mitochondrion,GO
DRAM2,GO:0010506,regulation of autophagy,GO
DRAM2,GO:0006914,autophagy,GO
STK11,GO:0006914,autophagy,GO
ABL1,GO:0006914,autophagy,GO
ABL1,GO:0010506,regulation of autophagy,GO
C19orf12,GO:0006914,autophagy,GO
CHMP2A,GO:0006914,autophagy,GO
ULK1,GO:0006914,autophagy,GO
ULK1,GO:0000422,autophagy of mitochondrion,GO
MAP1S,GO:0006914,autophagy,GO
PHF23,GO:0006914,autophagy,GO
GABARAP,GO:0006914,autophagy,GO
GABARAP,GO:0000422,autophagy of mitochondrion,GO
LRRK2,GO:0006914,autophagy,GO
LRRK2,GO:0010506,regulation of autophagy,GO
CHMP5,GO:0006914,autophagy,GO
VPS39,GO:0006914,autophagy,GO
DAP,GO:0006914,autophagy,GO
DAP,GO:0010507,negative regulation of autophagy,GO
ZKSCAN3,GO:0006914,autophagy,GO
ZKSCAN3,GO:0010507,negative regulation of autophagy,GO
WDFY3,GO:0006914,autophagy,GO
RNF41,GO:0006914,autophagy,GO
RNF166,GO:0006914,autophagy,GO
TBC1D14,GO:0006914,autophagy,GO
TBC1D14,GO:0010507,negative regulation of autophagy,GO
RAB33B,GO:0006914,autophagy,GO
SBF2,GO:0006914,autophagy,GO
IRF8,GO:0006914,autophagy,GO
WDR24,GO:0006914,autophagy,GO
WDR24,GO:0010506,regulation of autophagy,GO
FNBP1L,GO:0006914,autophagy,GO
ATG101,GO:0006914,autophagy,GO
TBC1D17,GO:0006914,autophagy,GO
CLEC16A,GO:0006914,autophagy,GO
MAP1LC3B,GO:0006914,autophagy,GO
MAP1LC3B,GO:0000422,autophagy of mitochondrion,GO
VPS51,GO:0006914,autophagy,GO
TEX264,GO:0006914,autophagy,GO
ATG7,GO:0006914,autophagy,GO
ATG7,GO:0000422,autophagy of mitochondrion,GO
BECN2,GO:0006914,autophagy,GO
MAP1LC3C,GO:0006914,autophagy,GO
MAP1LC3C,GO:0000422,autophagy of mitochondrion,GO
GPR137,GO:0006914,autophagy,GO
GPR137,GO:0010506,regulation of autophagy,GO
TCIRG1,GO:0006914,autophagy,GO
RAB8A,GO:0006914,autophagy,GO
RAB8A,GO:0010506,regulation of autophagy,GO
TP53,GO:0006914,autophagy,GO
TBC1D5,GO:0006914,autophagy,GO
DRD3,GO:0006914,autophagy,GO
VAMP8,GO:0006914,autophagy,GO
WDR47,GO:0006914,autophagy,GO
PRKAA2,GO:0006914,autophagy,GO
SEC16B,GO:0006914,autophagy,GO
ATG13,GO:0006914,autophagy,GO
CLTC,GO:0006914,autophagy,GO
RUFY4,GO:0006914,autophagy,GO
RUBCN,GO:0006914,autophagy,GO
RUBCN,GO:0010507,negative regulation of autophagy,GO
GPR137B,GO:0006914,autophagy,GO
GPR137B,GO:0010506,regulation of autophagy,GO
CHMP3,GO:0006914,autophagy,GO
IFI16,GO:0006914,autophagy,GO
IFI16,GO:0010506,regulation of autophagy,GO
HAP1,GO:0006914,autophagy,GO
CD84,GO:0006914,autophagy,GO
ITGB4,GO:0006914,autophagy,GO
RAB1A,GO:0006914,autophagy,GO
PTPN22,GO:0006914,autophagy,GO
PTPN22,GO:0010507,negative regulation of autophagy,GO
S100A9,GO:0006914,autophagy,GO
S100A8,GO:0006914,autophagy,GO
PARK7,GO:0006914,autophagy,GO
SH3GLB1,GO:0006914,autophagy,GO
FBXO7,GO:0000422,autophagy of mitochondrion,GO
ATG2B,GO:0006914,autophagy,GO
ATG2B,GO:0000422,autophagy of mitochondrion,GO
WIPI2,GO:0006914,autophagy,GO
WIPI2,GO:0000422,autophagy of mitochondrion,GO
FUNDC1,GO:0006914,autophagy,GO
FUNDC1,GO:0000422,autophagy of mitochondrion,GO
ATG12,GO:0006914,autophagy,GO
ATG12,GO:0000422,autophagy of mitochondrion,GO
FUNDC2,GO:0000422,autophagy of mitochondrion,GO
SLC25A46,GO:0000266,mitochondrial fission,GO
SLC25A46,GO:0000422,autophagy of mitochondrion,GO
RB1CC1,GO:0000422,autophagy of mitochondrion,GO
RB1CC1,GO:0006914,autophagy,GO
CISD2,GO:0010506,regulation of autophagy,GO
CISD2,GO:0006914,autophagy,GO
CISD2,GO:0000422,autophagy of mitochondrion,GO
GABARAPL1,GO:0006914,autophagy,GO
GABARAPL1,GO:0000422,autophagy of mitochondrion,GO
ATG2A,GO:0006914,autophagy,GO
ATG2A,GO:0000422,autophagy of mitochondrion,GO
FBXL4,GO:0000422,autophagy of mitochondrion,GO
SQSTM1,GO:0006914,autophagy,GO
SQSTM1,GO:0000422,autophagy of mitochondrion,GO
FIS1,GO:0000266,mitochondrial fission,GO
FIS1,GO:0008053,mitochondrial fusion,GO
FIS1,GO:0000422,autophagy of mitochondrion,GO
SNX7,GO:0000422,autophagy of mitochondrion,GO
BECN1,GO:0006914,autophagy,GO
BECN1,GO:0000422,autophagy of mitochondrion,GO
BECN1,GO:0010506,regulation of autophagy,GO
BECN1,GO:0010507,negative regulation of autophagy,GO
ATG3,GO:0006914,autophagy,GO
ATG3,GO:0000422,autophagy of mitochondrion,GO
ATG5,GO:0006914,autophagy,GO
ATG5,GO:0000422,autophagy of mitochondrion,GO
MAP1LC3B2,GO:0006914,autophagy,GO
MAP1LC3B2,GO:0000422,autophagy of mitochondrion,GO
WIPI1,GO:0006914,autophagy,GO
WIPI1,GO:0000422,autophagy of mitochondrion,GO
ULK2,GO:0006914,autophagy,GO
ULK2,GO:0000422,autophagy of mitochondrion,GO
MAP1LC3A,GO:0006914,autophagy,GO
MAP1LC3A,GO:0000422,autophagy of mitochondrion,GO
GABARAPL2,GO:0006914,autophagy,GO
GABARAPL2,GO:0000422,autophagy of mitochondrion,GO
BNIP3,GO:0000422,autophagy of mitochondrion,GO
USP30,GO:0008053,mitochondrial fusion,GO
USP30,GO:0000422,autophagy of mitochondrion,GO
PINK1,GO:0000422,autophagy of mitochondrion,GO
PINK1,GO:0006914,autophagy,GO
ATG9A,GO:0006914,autophagy,GO
ATG9A,GO:0000422,autophagy of mitochondrion,GO
MARK2,GO:0000422,autophagy of mitochondrion,GO
WDR45,GO:0006914,autophagy,GO
WDR45,GO:0000422,autophagy of mitochondrion,GO
PRKN,GO:0006914,autophagy,GO
PRKN,GO:0000422,autophagy of mitochondrion,GO
PRKN,GO:0010506,regulation of autophagy,GO
PRKN,GO:0000266,mitochondrial fission,GO
ATG9B,GO:0006914,autophagy,GO
ATG9B,GO:0000422,autophagy of mitochondrion,GO
AMBRA1,GO:0006914,autophagy,GO
AMBRA1,GO:0000422,autophagy of mitochondrion,GO
WDR45B,GO:0006914,autophagy,GO
WDR45B,GO:0000422,autophagy of mitochondrion,GO
CTSK,GO:0000422,autophagy of mitochondrion,GO
ULK1,GO:0006914,autophagy,GO
ULK1,GO:0000422,autophagy of mitochondrion,GO
SNX30,GO:0000422,autophagy of mitochondrion,GO
GABARAP,GO:0006914,autophagy,GO
GABARAP,GO:0000422,autophagy of mitochondrion,GO
MAP1LC3B,GO:0006914,autophagy,GO
MAP1LC3B,GO:0000422,autophagy of mitochondrion,GO
ATG7,GO:0006914,autophagy,GO
ATG7,GO:0000422,autophagy of mitochondrion,GO
MAP1LC3C,GO:0006914,autophagy,GO
MAP1LC3C,GO:0000422,autophagy of mitochondrion,GO
MAPT,GO:0010506,regulation of autophagy,GO
MAPK15,GO:0010506,regulation of autophagy,GO
PIP4K2B,GO:0010506,regulation of autophagy,GO
ROCK1,GO:0010506,regulation of autophagy,GO
SOGA1,GO:0010506,regulation of autophagy,GO
RMC1,GO:0010506,regulation of autophagy,GO
RMC1,GO:0006914,autophagy,GO
PIP4K2A,GO:0010506,regulation of autophagy,GO
SMCR8,GO:0006914,autophagy,GO
SMCR8,GO:0010506,regulation of autophagy,GO
MTMR8,GO:0010506,regulation of autophagy,GO
MTMR8,GO:0010507,negative regulation of autophagy,GO
MTMR3,GO:0010506,regulation of autophagy,GO
DEPP1,GO:0006914,autophagy,GO
DEPP1,GO:0010506,regulation of autophagy,GO
BCL2,GO:0010506,regulation of autophagy,GO
BCL2,GO:0010507,negative regulation of autophagy,GO
RAB39B,GO:0006914,autophagy,GO
RAB39B,GO:0010506,regulation of autophagy,GO
UVRAG,GO:0006914,autophagy,GO
UVRAG,GO:0010506,regulation of autophagy,GO
CHMP4B,GO:0006914,autophagy,GO
